"all_exp","foodshortage_exp","foodshortagenew_exp","foodshortagerehab_exp","new_exp","newrehab_exp","rehab_exp","site","month","year","day","date"
0.0027828156016767,0.000395999988541007,0.15791067481041,0.000437162700109184,0.184949621558189,0.00205787178128958,5.12973674631212e-05,"Alstonville",6,2011,15,2011-06-15
0.0511046350002289,0.00435600010678172,0.175526976585388,0.0239787194877863,0.172226130962372,0.0462858118116856,0.0156607273966074,"Alstonville",7,2011,15,2011-07-15
0.001174645149149,0.000461999996332452,0.228138983249664,0.000463998498162255,0.224098235368729,0.000737578142434359,3.53580821865762e-06,"Alstonville",8,2011,15,2011-08-15
0.0833778232336044,0.0485100001096725,0.336230337619781,0.053539901971817,0.249754071235657,0.033563856035471,0.00578212738037109,"Alstonville",9,2011,15,2011-09-15
0.115659281611443,0.0974820032715797,0.373576581478119,0.0988187119364738,0.345437705516815,0.0230481419712305,0.00188627291936427,"Alstonville",10,2011,15,2011-10-15
0.0164528880268335,0.00178199994843453,0.375356018543243,0.00211880076676607,0.375674962997437,0.00976923853158951,0.000326629698975012,"Alstonville",11,2011,15,2011-11-15
0.148831143975258,0.00158399995416403,0.331560701131821,0.0830621346831322,0.334821045398712,0.138616725802422,0.063777394592762,"Alstonville",12,2011,15,2011-12-15
0.0663797706365585,0.000264000002061948,0.356924533843994,0.0210392158478498,0.356027513742447,0.0458111278712749,0.013980726711452,"Alstonville",1,2012,15,2012-01-15
0.00462085055187345,0.000132000001030974,0.361150860786438,0.000305580993881449,0.35807466506958,0.0090012913569808,0.000211623759241775,"Alstonville",2,2012,15,2012-02-15
0.0446810014545918,0.000264000002061948,0.269764631986618,0.0100946221500635,0.251820504665375,0.034781277179718,0.00960849784314632,"Alstonville",3,2012,15,2012-03-15
0.050792433321476,0.00303600006736815,0.259392470121384,0.0171857122331858,0.262455999851227,0.0375188924372196,0.0142858363687992,"Alstonville",4,2012,15,2012-04-15
0.00402065739035606,6.6000000515487e-05,0.199149936437607,0.000188034260645509,0.189617425203323,0.00431162118911743,0.000139956813654862,"Alstonville",5,2012,15,2012-05-15
0.0109747014939785,0.000264000002061948,0.162092387676239,0.00190369237679988,0.158224448561668,0.00983763299882412,0.00112483045086265,"Alstonville",6,2012,15,2012-06-15
0.0189809817820787,0.00765600008890033,0.255816668272018,0.00832689274102449,0.23675163090229,0.0111602498218417,0.000855960126500577,"Alstonville",7,2012,15,2012-07-15
0.015440508723259,0.00996599998325109,0.276033073663712,0.0100970398634672,0.267982393503189,0.00442695757374167,7.80700574978255e-05,"Alstonville",8,2012,15,2012-08-15
0.0310662798583508,0.0074579999782145,0.327529072761536,0.00973088014870882,0.323940336704254,0.0240689385682344,0.0017066647997126,"Alstonville",9,2012,15,2012-09-15
0.0460066646337509,0.0256740003824234,0.308692336082458,0.0275884140282869,0.33829265832901,0.0238358750939369,0.00216794107109308,"Alstonville",10,2012,15,2012-10-15
0.00924846157431602,0.00547799980267882,0.375181555747986,0.00551660545170307,0.347414553165436,0.00435672979801893,7.41587500669993e-05,"Alstonville",11,2012,15,2012-11-15
0.0860452204942703,0.0788699984550476,0.401178538799286,0.0790064409375191,0.352251052856445,0.00735501293092966,0.000178789006895386,"Alstonville",12,2012,15,2012-12-15
0.0209112241864204,0.00250800000503659,0.38738551735878,0.00385008030571043,0.404302895069122,0.0235927011817694,0.00151958619244397,"Alstonville",1,2013,15,2013-01-15
0.0323463901877403,0.0264660008251667,0.468252867460251,0.0265923757106066,0.467320114374161,0.00712262932211161,0.000155509129399434,"Alstonville",2,2013,15,2013-02-15
0.00681546563282609,0.000197999994270504,0.414818704128265,0.000319321901770309,0.397700190544128,0.00579708395525813,0.000208845653105527,"Alstonville",3,2013,15,2013-03-15
